what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1354613223457
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354613224382
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354613239062
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354613252590
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354613258588
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1354613258595
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354613259269
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354613338222
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354613339092
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354613340804
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354613341933
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354613349975
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1354613350959
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354613352199
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354613519071
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1354613523800
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1354613526273
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1354613528714
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1354613532166
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354613533082
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354613745135
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354613746309
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354613749723
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354613752492
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354613752665
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1354613757073
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1354613758723
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1354613758746
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1354613758775
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1354808884707
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1354808884809
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1354808884810
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1354808884819
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1354808884823
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1354808884823
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1354808884825
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1354808884828
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1354808884830
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1354808884831
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1354808884833
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1354808884835
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1354808884836
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1354808884837
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1354808884837
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1354808884838
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1354808884959
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1354808884960
